2,4458e-13; ;-7,44939e-18; ;209;
2,26595e-13; ;-7,44939e-18; ;209;
2,26595e-13; ;-7,44939e-18; ;209;
62,727; ;-0,921198; ;209;
2,44422e-13; ;-7,44939e-18; ;209;
62,727; ;-0,921198; ;205;
62,727; ;-0,921198; ;205;
62,727; ;-0,921198; ;205;
62,727; ;-0,921198; ;209;
62,727; ;-0,921198; ;205;
2,88778e-13; ;-7,44939e-18; ;209;
2,26595e-13; ;-7,44939e-18; ;199;
2,26595e-13; ;-7,44939e-18; ;195;
2,35432e-13; ;-7,44939e-18; ;209;
2,35432e-13; ;-7,44939e-18; ;209;
62,3957; ;-0,919553; ;195;
2,53246e-13; ;-7,44939e-18; ;209;
2,26595e-13; ;-7,44939e-18; ;199;
62,727; ;-0,921198; ;195;
62,727; ;-0,921198; ;205;
2,44422e-13; ;-7,44939e-18; ;205;
62,727; ;-0,921198; ;209;
2,44422e-13; ;-7,44939e-18; ;209;
2,44265e-13; ;-7,44939e-18; ;209;
62,727; ;-0,921198; ;205;
2,35759e-13; ;-7,44939e-18; ;195;
62,727; ;-0,921198; ;199;
62,727; ;-0,921198; ;205;
2,44422e-13; ;-7,44939e-18; ;209;
62,727; ;-0,921198; ;205;
2,44422e-13; ;-7,44939e-18; ;209;
62,727; ;-0,921198; ;199;
63,0944; ;-0,919171; ;195;
2,26595e-13; ;-7,44939e-18; ;209;
62,727; ;-0,921198; ;199;
1,9099e-13; ;-7,44939e-18; ;209;
62,727; ;-0,921198; ;205;
62,727; ;-0,921198; ;205;
2,26595e-13; ;-7,44939e-18; ;209;
62,727; ;-0,921198; ;205;
2,44422e-13; ;-7,44939e-18; ;199;
62,727; ;-0,921198; ;199;
62,727; ;-0,921198; ;195;
62,727; ;-0,921198; ;205;
2,35432e-13; ;-7,44939e-18; ;209;
2,44422e-13; ;-7,44939e-18; ;209;
2,44265e-13; ;-7,44939e-18; ;209;
62,727; ;-0,921198; ;199;
61,7852; ;-0,907989; ;195;
62,727; ;-0,921198; ;209;
62,727; ;-0,921198; ;205;
62,727; ;-0,921198; ;205;
2,26595e-13; ;-7,44939e-18; ;205;
62,727; ;-0,921198; ;205;
62,727; ;-0,921198; ;199;
62,727; ;-0,921198; ;205;
62,727; ;-0,921198; ;209;
62,727; ;-0,921198; ;205;
1,82323e-13; ;-7,44939e-18; ;209;
62,727; ;-0,921198; ;205;
1,91191e-13; ;-7,44939e-18; ;209;
62,727; ;-0,921198; ;205;
2,00052e-13; ;-7,44939e-18; ;205;
2,44422e-13; ;-7,44939e-18; ;205;
2,44422e-13; ;-7,44939e-18; ;195;
62,727; ;-0,921198; ;205;
2,26595e-13; ;-7,44939e-18; ;205;
62,727; ;-0,921198; ;205;
62,727; ;-0,921198; ;205;
62,727; ;-0,921198; ;205;
2,88778e-13; ;-7,44939e-18; ;209;
2,26595e-13; ;-7,44939e-18; ;209;
62,727; ;-0,921198; ;195;
62,727; ;-0,921198; ;209;
62,727; ;-0,921198; ;209;
62,727; ;-0,921198; ;205;
-0,342683; ;2,34863e-06; ;195;
2,44265e-13; ;-7,44939e-18; ;209;
62,727; ;-0,921198; ;205;
2,44422e-13; ;-7,44939e-18; ;209;
2,44265e-13; ;-7,44939e-18; ;209;
2,26595e-13; ;-7,44939e-18; ;195;
2,44422e-13; ;-7,44939e-18; ;205;
62,727; ;-0,921198; ;205;
2,44265e-13; ;-7,44939e-18; ;205;
62,727; ;-0,921198; ;199;
2,26765e-13; ;-7,44939e-18; ;209;
2,35432e-13; ;-7,44939e-18; ;209;
62,727; ;-0,921198; ;209;
62,727; ;-0,921198; ;205;
2,17753e-13; ;-7,44939e-18; ;195;
62,727; ;-0,921198; ;205;
2,44422e-13; ;-7,44939e-18; ;209;
2,17753e-13; ;-7,44939e-18; ;195;
62,727; ;-0,921198; ;205;
62,727; ;-0,921198; ;205;
2,26595e-13; ;-7,44939e-18; ;199;
2,44422e-13; ;-7,44939e-18; ;209;
2,26595e-13; ;-7,44939e-18; ;205;
62,727; ;-0,921198; ;195;
